Contracting Department ID,Contracting Department Name,Contracting Office ID,Contracting Office Name,NAICS Code,NAICS Description,Product or Service Code,Product or Service Description,Description of Requirement,Ultimate Parent Legal Business Name,Ultimate Parent Unique Entity ID,Dollars Obligated
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80AFRC,NASA ARMSTRONG FLIGHT RESEARCH CNTR,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DF10,IT AND TELECOM - IT MANAGEMENT AS A SERVICE,"RESEARCH FACILITIES AND ENGINEERING SUPPORT SERVICES (RF&ESS). COVERS THREE PRIMARY FUNCTIONAL SERVICE AREAS: (1) DRYDEN AERONAUTICAL TEST RANGE (DATR) OPERATIONS & ENGINEERING, (2) SIMULATION LAB (SIM) SUPPORT, AND (3) CENTER-WIDE IT SERVICES.",ASRC FEDERAL SYSTEM SOLUTIONS  LLC,CY16XXPHX213,-201116.25
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80AFRC,NASA ARMSTRONG FLIGHT RESEARCH CNTR,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DF10,IT AND TELECOM - IT MANAGEMENT AS A SERVICE,"RESEARCH FACILITIES AND ENGINEERING SUPPORT SERVICES (RF&ESS). COVERS THREE PRIMARY FUNCTIONAL SERVICE AREAS: (1) DRYDEN AERONAUTICAL TEST RANGE (DATR) OPERATIONS & ENGINEERING, (2) SIMULATION LAB (SIM) SUPPORT, AND (3) CENTER-WIDE IT SERVICES.",ASRC FEDERAL SYSTEM SOLUTIONS  LLC,CY16XXPHX213,1848171.29
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80AFRC,NASA ARMSTRONG FLIGHT RESEARCH CNTR,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DF10,IT AND TELECOM - IT MANAGEMENT AS A SERVICE,"RESEARCH FACILITIES AND ENGINEERING SUPPORT SERVICES (RF&ESS). COVERS THREE PRIMARY FUNCTIONAL SERVICE AREAS: (1) DRYDEN AERONAUTICAL TEST RANGE (DATR) OPERATIONS & ENGINEERING, (2) SIMULATION LAB (SIM) SUPPORT, AND (3) CENTER-WIDE IT SERVICES.",ASRC FEDERAL SYSTEM SOLUTIONS  LLC,CY16XXPHX213,965575.59
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80AFRC,NASA ARMSTRONG FLIGHT RESEARCH CNTR,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DF10,IT AND TELECOM - IT MANAGEMENT AS A SERVICE,"RESEARCH FACILITIES AND ENGINEERING SUPPORT SERVICES (RF&ESS). COVERS THREE PRIMARY FUNCTIONAL SERVICE AREAS: (1) DRYDEN AERONAUTICAL TEST RANGE (DATR) OPERATIONS & ENGINEERING, (2) SIMULATION LAB (SIM) SUPPORT, AND (3) CENTER-WIDE IT SERVICES.",ASRC FEDERAL SYSTEM SOLUTIONS  LLC,CY16XXPHX213,0.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80AFRC,NASA ARMSTRONG FLIGHT RESEARCH CNTR,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DF10,IT AND TELECOM - IT MANAGEMENT AS A SERVICE,"RESEARCH FACILITIES AND ENGINEERING SUPPORT SERVICES (RF&ESS). COVERS THREE PRIMARY FUNCTIONAL SERVICE AREAS: (1) DRYDEN AERONAUTICAL TEST RANGE (DATR) OPERATIONS & ENGINEERING, (2) SIMULATION LAB (SIM) SUPPORT, AND (3) CENTER-WIDE IT SERVICES.",ASRC FEDERAL SYSTEM SOLUTIONS  LLC,CY16XXPHX213,2473202.02
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80AFRC,NASA ARMSTRONG FLIGHT RESEARCH CNTR,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DF10,IT AND TELECOM - IT MANAGEMENT AS A SERVICE,"RESEARCH FACILITIES AND ENGINEERING SUPPORT SERVICES (RF&ESS). COVERS THREE PRIMARY FUNCTIONAL SERVICE AREAS: (1) DRYDEN AERONAUTICAL TEST RANGE (DATR) OPERATIONS & ENGINEERING, (2) SIMULATION LAB (SIM) SUPPORT, AND (3) CENTER-WIDE IT SERVICES.",ASRC FEDERAL SYSTEM SOLUTIONS  LLC,CY16XXPHX213,135453.92
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),IDIQ PROCUREMENT TASK ORDER UNDER THE NASA ADVANCED COMPUTING SERVICES (NACS),ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,2000000.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),IDIQ PROCUREMENT TASK ORDER - NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT.,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,201748.15
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),IDIQ TECHNICAL SERVICES - NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,149850.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),IDIQ PROCUREMENT TASK ORDER UNDER THE NASA ADVANCED COMPUTING SERVICES (NACS),ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,490000.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),IDIQ PROCUREMENT SERVICES - NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,-3000000.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),IDIQ PROCUREMENT SERVICES TASK ORDER UNDER NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,723488.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CORE MANAGEMENT TASK ORDER  - NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,50000.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CORE TECHNICAL SERVICES TASK ORDER UNDER THE NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,1713894.25
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),IDIQ TECHNICAL SERVICES TASK ORDER UNDER NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,1300000.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),NACS IDIQ PROCUREMENT SERVICES TASK ORDER UNDER THE NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,3015124.97
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CORE TECHNICAL SERVICES TASK ORDER - NASA ADVANCED COMPUTING SERVICES (NACS),ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,0.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),IDIQ TECHNICAL SERVICE TASK ORDER - NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,0.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CORE TECHNICAL TASK ORDER UNDER NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,-342506.55
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),IDIQ TECHNICAL SERVICES TASK ORDER - NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,-385337.39
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CORE TECHNICAL SERVICES TASK ORDER - NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,2529844.39
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),IDIQ TECHNICAL SERVICES TASK ORDER - NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,1215510.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CORE MANAGEMENT TASK ORDER - NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,126295.87
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CORE TECHNICAL SERVICES TASK ORDER - NASA ADAVNACED COMPUTING SERVICES (NACS),ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,450000.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),IDIQ TECHNICAL SERVICES TASK ORDER - NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,650000.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CORE MANAGEMENT SERVICES TASK ORDER UNDER THE NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,300000.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CORE TECHNICAL SERVICES UNDER NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,2000000.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),IDIQ PROCUREMENT SERVICES TASK ORDER UNDER NASA ADVANCED COMPUTING SERVICES,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,5000000.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),IDIQ PROCUREMENT TASK ORDER  UNDER NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,300000.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CORE TECHNICAL SERVICES UNDER THE NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,200000.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CORE MANAGEMENT TASK ORDER - NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,38343.01
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),ARC IDIQ TECHNICAL SERVICES TASK ORDER UNDER NASA ADVANCED COMPUTING SERVICES (NACS),ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,4001280.26
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CORE TECHNICAL SERVICER UNDER NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,0.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),IDIQ TECHNICAL SERVICES TASK ORDER UNDER NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,0.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),ARC CORE TECHNICAL TASK ORDER UNDER THE NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,3416464.12
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),ARC CORE TECHNICAL TASK ORDER UNDER NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,0.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),ARC IDIQ TECHNICAL TASK ORDER UNDER NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,0.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CORE CONTRACT MANAGEMENT TASK ORDER UNDER NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,183562.00
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CORE MANAGEMENT TASK ORDER UNDER NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT,ARCTIC SLOPE REGIONAL CORPORATION,CY16XXPHX213,-8317.13
